content,labels
觉得 红色 很 好看 ,颜色外形美观
觉得 舒适度 更 好 ,舒适度佳
感觉 舒适 感 一般 ,舒适度欠佳
觉得 衣服 尺码 不是 偏大 多 ,偏大
觉得 还 可以 ,整体满意度佳
觉得 还 好 除了 有点 长 其他 尺码 都 标准 ,偏长
觉得 还 好 除了 有点 长 其他 尺码 都 标准 ,尺码合适
觉得 还是 系列 穿着 舒服 ,舒适度佳
觉得 还是 像 这样 有 肉 人 穿 起来 才 会 显得 件 衣服 价值 ,意向顾客
觉得 还 行 ,整体满意度佳
觉得 是 在 买 到 最 不 直 价 线 ,性价比低
觉得 都 是 正品 ,原装正品
觉得 都 有点 对不起 顺丰快递 哥 ,快递态度好
觉得 难 穿 ,穿脱困难
觉得 非常 不错 ,整体满意度佳
觉得 非常 好 ,整体满意度佳
觉得 面料 一般 ,材质欠佳
觉得 高 帮 比 低 帮 好看 点 霸气 ,颜色外形美观
说 尺寸 不符 合 ,尺码偏差
说 打折 便宜 ,优惠活动
说 句 假 话 天打雷劈 ,正品与否
超 喜欢 ,整体满意度佳
超 喜欢 ,整体满意度佳
超 喜欢 ,整体满意度佳
超级 喜欢 ,整体满意度佳
穿 稍稍 偏大 ,偏大
身高 穿 上 没有 调 肩带 刚好 ,尺码合适
轻易 不 给 差 ,整体满意度差
还 会 买 ,意向顾客
还 会 光顾 ,意向顾客
还 会 好好 关注 本 店 ,意向顾客
还会购买 ,意向顾客
还是 比较 满意 ,整体满意度佳
还 能 说 太 喜欢 连 鞋 盒 都 是 喜欢 颜色 ,颜色外形美观
颜色 不 耐脏 ,不耐脏
款 颜色 很 经典 ,颜色外形美观
易 汗 体质 不会 满 头 汗 辣 眼睛 ,描述吸汗
退货 又 不 给 处理 ,处理不积极
退货 又 有 客服 跳 出来 让我 改 原因 ,客服态度差
选 腰 偏大 ,偏大
磨破 皮 ,磨脚
都 不好 意思 穿 在 公众 场合 ,描述穿着
都 多 拍 大了 号 还是 很 难 穿 进去 ,偏大
都 怀疑 不是 正品 ,正品与否
都 怀疑 是不是 假 官方旗舰店 ,正品与否
都 怀疑 是不是 假货 ,正品与否
都 怀疑 是不是 正品 ,正品与否
都 怀疑 是不是 盗版 店 ,正品与否
都 没有 穿过 贵 鞋 ,性价比低
都 非常 满意 ,整体满意度佳
醉了 质量 很一般 ,做工粗糙
问 客服 也 不 理 不 问 ,回复速度慢
非常 喜欢 ,整体满意度佳
非常 喜欢 很 清 香 闻 起来 很 舒服 ,舒适度佳
非常 满意 ,整体满意度佳
鞋 史 里 最 最 最 舒服 ,舒适度佳
是 物流 都 是 好评 ,配送快
机器人 回应 号 会 发货 ,机器人回复
机械 回复 ,回复机械
说 基本 一致 ,与详情页一致
或许 洗 完 会 缩水 ,缩水
或许 不是 篮球 鞋 ,描述款式
戚 总 把 脚 磨破 ,磨脚
戴 上 不错 ,整体满意度佳
戴 上去 很 舒服 ,舒适度佳
戴 上 好看 ,颜色外形美观
戴 上 很 帅 ,设计好
戴 上 很 舒服 ,舒适度佳
戴 上 舒服 ,舒适度佳
戴 上 汗 就 不会 流 到 眼睛 里 很 好用 也 很 好看 ,颜色外形美观
戴 着 也 帅气 ,设计好
戴 着 也 非常 舒适 ,舒适度佳
戴 着 好看 ,颜色外形美观
戴 着 很 合适 ,尺码合适
戴 着 很 舒服 ,舒适度佳
戴 着 挺 舒服 ,舒适度佳
戴 着 有型 也好 看 ,版型不错
戴 着 舒服 ,舒适度佳
戴 着 舒适 ,舒适度佳
戴 起来 效果 一般 ,整体满意度中
戴 起来 舒服 ,舒适度佳
戴 起来 非常 帅 ,设计好
所 买 商品 质量 不错 ,做工优良
不要 拍 太 小 ,偏小
不要 等 活 正品 ,原装正品
也 很 厚 ,厚实
买 大一码 就 很 合适 ,尺码合适
买 大了 码 ,偏大
会 继续关注 官网 ,意向顾客
体重 轻 ,轻巧轻便
双十一 不 住 下手 件 ,优惠活动
口子 很 小 穿 起来 很 费劲 ,穿脱困难
只好 要 码 ,尺码合适
味道 大 ,气味问题
喜欢 ,整体满意度佳
喜欢 就 快 下手 ,配送快
在 旗舰店 买 京东 自营 也 没 货 ,库存情况
基本上 会 囤 很 羽绒服 ,厚实
大 也 没差 穿着 很 厚实 ,厚实
好评 ,整体满意度佳
客服 说 没 活动 别 着急 ,期待活动
很 好 ,整体满意度佳
很 容易 暴露 身材 缺陷 合适 弹性 非常 好 ,尺码合适
很 舒服 ,舒适度佳
怀疑 真假 ,正品与否
客服 说话 时候 很 客 气 客服 说话 语 气 着实 让 人 伤 心 ,客服态度差
还是 要 给 快递 星 ,配送快
还是 要 给 快递 星 ,快递态度差
拍 半码 ,尺码合适
磨脚 ,磨脚
服务 质量 下降 很多 ,做工优良
都 洗 鞋 头 ,描述清洗
比较 硬 ,偏硬
比较 舒服 型 就 一般 ,舒适度佳
没 磨脚 终于 明白 网络 专 供 跟 实体 专 供 区别 ,磨脚
看到 官网 有 优惠 快点 买 ,优惠活动
磨脚 ,磨脚
稍 显 松垮 ,偏松
穿 上 长 ,偏长
穿 久 脚 涨 会 脚 痛 ,舒适度欠佳
穿着 很 合适 ,尺码合适
穿 起来 容易 往 滑 ,舒适度欠佳
穿 起来 膝盖 有 更 多 褶皱 ,褶皱
脚 瘦 妹子 买 半码 就 可以 ,行为建议
脚背 容易 袜子 堆 起来 ,起球
鞋 有点 长 ,偏长
请 接 好 差评 好好 反 省 ,整体满意度差
还是 好好 穿 ,整体满意度佳
还是 按 正常 尺码 买 ,尺码合适
还是 按 正常 码 买 会 合适 ,尺码合适
还是 选择 和平 时 一致 号码 ,尺码合适
还 比较 满意 ,整体满意度佳
分 是 给 客服 ,客服态度好
快递 到 特别 快 ,配送快
鞋 肯定 不是 正 ,正品与否
也 果断 买了 码 ,尺码合适
款 扣 到 最 也 还是 有点 围度 大了 ,偏大
选 半码 穿着 很 合脚 ,尺码合适
选 颜色 没 失望 比 黑色 还 好看 上 脚 舒服 ,舒适度佳
选 颜色 没 失望 比 黑色 还 好看 上 脚 舒服 ,颜色外形美观
选择 双十一 买 ,优惠活动
脚 穿 起来 正好 拉链 部分 磨脚 ,磨脚
重拍 件 就 刚 合适 ,尺码合适
所 售 商品 不是 假货 就是 残次 品 ,正品与否
所有 回复 都 是 复制 粘贴 ,回复机械
手 套 刚好 ,尺码合适
手 套 巨 小 ,偏小
手 套 很 薄 ,偏薄
手工 也 不是 很 好 有 很多 胶水 在 边 上 ,溢胶
手 心 稍 厚 保护 掌 心 ,偏厚
手感 不错 ,手感好
手感 也 不错 ,手感好
手感 特 好 ,手感好
手感 也 很 棒 ,手感好
手感 也 很 舒服 ,手感好
手感 店 里 试穿 一模一样 ,与实体店一致
手感 也 非常 好 ,手感好
手感 好 到 ,手感好
手感 好 穿着 舒服 ,手感好
手感 很 不错 欧 码 确实 偏大 不过 穿 宽松 蛮 凉快 ,偏大
手感 很 厚 ,厚实
手感 很 好 ,手感好
手感 很 好 修身 ,手感好
手感 很 好 可以 ,手感好
手感 很 好 很 软 ,柔软
手感 很 棒 ,手感好
手感 很 舒服 ,手感好
手感 很 舒服 ,手感好
手感 很 舒适 ,手感好
手感 很 赞 ,手感好
手感 很 轻 ,轻巧轻便
手感 挺 好 ,手感好
手感 挺 舒服 ,手感好
手感 摸 着 倒 是 很 舒服 ,手感好
手感 是 很 舒服 ,手感好
手感 最 舒服 ,手感好
手感 柔软 舒适 ,柔软
手感 棉 质 确实 很 好 款式 不错 ,设计好
手感 棒棒哒 ,手感好
手感 特别 好 ,手感好
手感 特 舒服 ,手感好
手感 相当 好 ,手感好
手感 也 挺 舒服 ,手感好
手感 舒服 柔软 ,柔软
手感 舒适度 色 度 车 工 包装 物流 都 不错 ,包装完好
手感 蛮 舒服 ,手感好
手感 质量 不错 ,做工优良
手感 质量 超 棒 超 喜欢 ,做工优良
手感 质量 非常 好 ,做工优良
手感 超级 好 ,手感好
手感 还是 舒服 ,手感好
手 手 揣 深 深 里 暖和 ,保暖
手 抖 拍 不 来 质量 可以 ,做工优良
手 提 袋 都 没 ,无品牌购物袋
手续 齐全 物流 很 快 ,配送快
手腕 不舒服 ,舒适度欠佳
手腕 部分 包裹 不 住 ,包裹性差
手 部位 有点 脱 针 线 ,脱线
才 天 就 到 ,配送快
才 周 不到 就 降 ,价格波动
才 一天 就 到 ,配送快
才 买 周 就 降价 多 还 不能 补 差价 ,商家补偿
才 买 一天 时间 就 降价 到 ,价格波动
才 买了 天 就 降价 ,价格波动
才 买了 没 得 天 就 降价 ,价格波动
才 买了 还 就 降价 ,价格波动
才 买 天 就 降价 ,价格波动
才 买 天 就 降价 ,价格波动
才 买 天 直 降 多 ,价格波动
才 买 完 就 降价 ,价格波动
才 买 就 降价 ,价格波动
才 买 没多久 就 降 差不多 ,价格波动
才 刚刚 好 ,尺码合适
才 勉强 穿 上 ,穿脱困难
才 发现 气味 好大 ,气味问题
才 回来 看到 说明 颜色 有点 不一样 ,描述颜色
才 好看 ,颜色外形美观
才 打开 会 有 气味 ,气味问题
才 拆开 以为 买了 假货 ,期望
才 显得 裙子 很 漂亮 ,颜色外形美观
才 洗 一次 就 起毛 ,起球
才 洗 就 缩水 ,缩水
才 玩 傍 晚 脚 后跟 就 磨破 ,磨脚
才 穿 天 就 起褶 皱 ,褶皱
才 穿 就 脱胶 ,脱胶
才 穿 小时 脚 后跟 就 起 水 泡 ,磨脚
才 穿 一天 就 变形 ,变形
才 穿 一次 就 起球 ,起球
才 穿 天 臭 不要不要的 ,闷气
才 穿 天 都 起球 ,起球
才 会 就 不舒服 ,舒适度欠佳
才 穿 天 就 脱线 ,脱线
才 给 发货 ,发货慢
才 过 天 降 到 ,价格波动
扎 ,舒适度欠佳
扎人 ,舒适度欠佳
扎 肉 ,舒适度欠佳
扑 鼻 来 就是 廉价 又 低 档 塑料味 ,气味问题
打 折 很 划算 ,性价比高
打 折 很 划算 ,优惠活动
打 小时 也 没 看到 有 磨损 ,耐磨
打 场 球 舒适 ,舒适度佳
打 次 场 感觉 很 耐磨 ,耐磨
打 会 球 就 挺 好 ,整体满意度佳
打 场 球 就 好 ,整体满意度佳
打 后脚跟 血 都 穿 出来 ,磨脚
打 完 折 也 不 怎么 便宜 ,优惠活动
打 官 腔 ,回复机械
打 客服 电话 也 直接 说 忙 给 挂 ,客服态度差
打底 反正 穿 白色 会 染色 ,掉色
打底 穿 都 可以 ,整体满意度佳
打底 很 好 ,整体满意度佳
打底 效果 好 尺码 表 准确 ,尺码合适
打底 舒服 ,舒适度佳
打底 衫 薄 款 ,偏薄
打底 还 行 ,整体满意度佳
打开 股 刺鼻 气味 ,气味问题
打开 股 刺鼻 臭 味 ,气味问题
打开 股 呛 鼻子 胶味 ,气味问题
打开 一股味 道 ,气味问题
打开 一股味 道 跟 不够 柔软 没有 安 德 穿 舒服 ,气味问题
打开 一股味 道 跟 不够 柔软 没有 安 德 穿 舒服 ,舒适度欠佳
打开 很大 鸭 绒 味 ,气味问题
打开 也 没 异味 ,无异味
打开 依然 有味 道 ,气味问题
打开 包装 好 惊讶 ,包装完好
打开 股 化学 味道 ,气味问题
打开 很大 味道 ,气味问题
打开 有 胶味 ,气味问题
打开 味 儿 有点 儿 大 ,气味问题
打开 味道 巨大 巨 臭 ,气味问题
打开 味道 挺 大的 穿着 是 真 舒服 就是 鞋底 有点 外观 一般 还 好 ,偏硬
打开 味道 挺 大的 穿着 是 真 舒服 就是 鞋底 有点 外观 一般 还 好 ,舒适度佳
打开 味道 挺 大的 穿着 是 真 舒服 就是 鞋底 有点 外观 一般 还 好 ,气味问题
打开 味道 有点 大 ,气味问题
打开 塑料味 很 重 居 家 穿 还 行 ,气味问题
打开 快递 包装袋 就是 裤子 ,包装简陋
打开 好大 气味 ,气味问题
还 以为 买 到 假货 ,期望
打开 就是 股 很大 胶水 味道 ,气味问题
打开 时 味道 有点 大 ,气味问题
打开 时 很大 股 刺鼻 味 ,气味问题
打开 时 橡胶味 很 重 ,气味问题
打开 有 种 味道 ,气味问题
打开 有 种 特别 味道 ,气味问题
打开 有味 道 ,气味问题
打开 气味大 像 假货 ,气味问题
打开 气味大 像 假货 ,正品与否
打开 没有 刺鼻 味道 ,无异味
打开 盒子 股 刺鼻 塑料味 ,气味问题
打开 盒子 股 橡胶味 ,气味问题
打开 盒子 有股味 ,气味问题
打开 盒子 橡胶味 道 比较 重 ,气味问题
打开 看 不错 ,整体满意度佳
打开 稍微 有点味 儿 ,气味问题
打开 稍微 有点 气味 ,气味问题
打开 怎么 胶 都 没 粘 上 ,脱胶
打开 箱子 味 儿 有点 重 ,气味问题
打开 真 觉得 是 假 ,正品与否
打开 鞋 柜 出来 全 是 橡胶味 道 ,气味问题
打开 鞋 盒 一股味 道 ,气味问题
打开 鞋 盒 味道 确实 是 有点 大 ,气味问题
打开 鞋 盒 太 味 鉴定 去 ,气味问题
打折 买 ,优惠活动
打折 也 很 便宜 ,优惠活动
打折 买 不到 ,优惠活动
打折 买 划算 ,优惠活动
打折 买 得 很 便宜 ,优惠活动
打折 买 比较 划算 ,优惠活动
打折 买 ,优惠活动
打折 买 价格 实惠 ,优惠活动
打折 买 挺 不错 ,优惠活动
打折 买 超 划算 ,性价比高
打折 买 超 划算 ,优惠活动
打折 买 非常 划算 价格 也 没什么 好 挑剔 ,优惠活动
打折 买 真心 划算 ,优惠活动
打折 价 ,优惠活动
打折 划算 ,优惠活动
打折 商品 还是 可以 ,优惠活动
打折 太 多 ,优惠活动
打折 好 划算 ,优惠活动
打折 就 更 划算 ,优惠活动
打折 很 划算 ,优惠活动
打折 时候 买 ,优惠活动
打折 时 抓 紧 入手 件 非常 合身 ,尺码合适
打折 时 抓 紧 入手 件 非常 合身 ,优惠活动
打折 最 划算 ,优惠活动
打折 比较 划算 ,优惠活动
打折 时候 买 ,优惠活动
打折 时候 买 还是 很 值 ,优惠活动
打折 时候 闭 着 眼睛 买 很 好 ,优惠活动
打折 购入 不错 ,优惠活动
打 来 盒子 有 股 很大 味道 ,气味问题
打 水 泥 地 挺 耐磨 ,耐磨
打滑 ,抓地力差
打滑 不 下 次 ,抓地力差
打 特价 价格 很 划算 ,性价比高
打球 也 不错 ,整体满意度佳
打球 包裹性 耐磨 性 都 很 出色 ,包裹性强
打球 包裹性 耐磨 性 都 很 出色 ,耐磨
打球 包裹性 还 好 ,包裹性强
打球 包裹性 还 好 ,整体满意度佳
打球 压 马路 都 很 好 ,整体满意度佳
打球 干 很 快 ,速干
打球 干 很 快 ,配送快
打球 很 舒服 ,舒适度佳
打球 感觉 不错 ,整体满意度佳
打球 挺 舒服 ,舒适度佳
打球 穿 一定 很 舒服 ,舒适度佳
打球 穿 可以 ,整体满意度佳
打球 穿 就 别 想 得 多 穿 几次 才 能 去 打球 疼 死 ,舒适度欠佳
打球 穿 很 不错 ,整体满意度佳
打球 穿着 就是 舒服 ,舒适度佳
打球 穿 非常 舒服 ,舒适度佳
打球 舒服 ,舒适度佳
打球 试 过 也 很 舒服 ,舒适度佳
打球 贼 舒服 ,舒适度佳
打球 还 好 ,整体满意度佳
打球 锻炼 穿 不错 ,整体满意度佳
打 着 双十一 旗号 死 活 不 发货 ,发货慢
打 着 送 赠品 口号 来 忽悠 卖家 ,期待赠品
打 磨 ,磨脚
打算 也 送 给 朋友 ,意向顾客
打算 也 送 给 老 爸 ,意向顾客
打算 再 多 买 件 这家 牌子 内衣 ,意向顾客
打算 再买 其他 款式 换 着 穿 ,意向顾客
打算 再买 ,意向顾客
打算 再买 件 小一码 ,意向顾客
打算 再 入 件 ,意向顾客
打算 送 给 朋友 也 ,意向顾客
打算 送 给 老 爸 也 ,意向顾客
打 篮球 健身 都 可以 ,整体满意度佳
打 篮球 很 舒服 ,舒适度佳
打 篮球 穿 很 好 ,整体满意度佳
打 篮球 起 跳 落地 弹性 很 好 ,弹性佳
打 结 接 线头 特别 多 ,线头
打 网 球 很 舒适 ,舒适度佳
打 羽毛球 都 很 轻盈 ,轻巧轻便
打脚 ,磨脚
打脚 疼 ,舒适度欠佳
打 起来 很 舒服 ,舒适度佳
打 起来 手感 不错 ,手感好
打 起来 挺 好的 ,整体满意度佳
打 闲 球 可以 入手 ,整体满意度佳
扣 到 最 扣 依然 有点 松 ,偏松
扣子 太 松 ,偏松
扣子 有点 难 解 开 背 部 很 美 ,颜色外形美观
扣子 有 锈 渍 ,存在污渍
扫码 也 是 假货 ,正品与否
扭 相对 做工 粗糙 ,做工粗糙
找 星期 客服 没 人 理 ,回复速度慢
找 星期 客服 全 是 自动 回复 ,机器人回复
找 很多次 客服 才 买 ,客服态度好
找 人 问 过 是 正品 轻微 溢胶 忽略 不 计 ,原装正品
找到 款 适合 自己 气质 衣服 ,描述适合
找 客服 回复 要 等 半天 ,回复速度慢
找 客服 基本上 零分 钟 才 能 回 上 句 话 ,回复速度慢
找 客服 客服 也 不 搭理 ,客服态度差
找 客服 换货 找 天 除了 机器人 基本 都 没有 客服 回 ,机器人回复
找 客服 退 差价 ,商家补偿
找 客服 问问 要 退 差价 都 是 电脑 自动 回复 ,机器人回复
找 淘宝 入 也 没 处理 好 ,处理不积极
找 还 可以 ,整体满意度佳
承诺 小时 付款 名 送 皮带 ,期待赠品
把 白色 部分 都 染 黑 ,掉色
把 快件 搞 丢了 ,丢件
把 衣 袖口 都 染色 ,掉色
把 快件 弄 丢了 ,丢件
把 染色 ,掉色
把 白 裤 上 弄 全 是 黑 毛毛 ,掉毛
把 鞋子 都 寄丢 ,丢件
把 鞋子 都 寄 掉 ,丢件
把 脚 子 磨 坏 后续 上图 失望 ,磨脚
把 脚 后跟 磨破 出 血 ,磨脚
把 脚 后跟 都 磨 出 血 ,磨脚
把 脚 磨破 都 不过 脚 确实 舒服 ,舒适度佳
把 脚 磨破 都 不过 脚 确实 舒服 ,磨脚
把 脚 都 磨破 ,磨脚
抓地 也 可以 ,抓地力强
抓地力 ,抓地力强
抓地力 变 稳 狠 ,抓地力强
抓地力 一流 ,抓地力强
抓地力 一级 棒 ,抓地力强
抓地力 一级 棒 ,整体满意度佳
抓地力 不错 ,抓地力强
抓地力 不错 ,整体满意度佳
抓地力 也 很 ok ,抓地力强
抓地力 也 很 不错 ,抓地力强
抓地力 也 还 好 ,抓地力强
抓地力 也 还 好 ,整体满意度佳
抓地力 好 ,抓地力强
抓地力 好 ,整体满意度佳
抓地力 强 ,抓地力强
抓地力 很 厉害 ,抓地力强
抓地力 很 好 ,抓地力强
抓地力 很 好 ,整体满意度佳
抓地力 很 强 ,抓地力强
抓地力 很 强 就是 季节 穿 有点 热 ,抓地力强
抓地力 很 稳 ,抓地力强
抓地力 挺 好的 ,整体满意度佳
抓地力 超级 好 ,抓地力强
抓地力 非常 好 ,抓地力强
抓地力 非常 牢 ,抓地力强
抓地力 骚 ,抓地力强
抓地 好 ,抓地力强
抓地 很 牢 ,抓地力强
抓地 很 稳 ,抓地力强
抓地 性 一流 ,抓地力强
抓地 性 不错 ,抓地力强
抓地 性 也 不错 ,抓地力强
抓地 性 强 ,抓地力强
抓地 性能 好 ,抓地力强
抓地 性能 强 ,抓地力强
抓地 性能 很 强 ,抓地力强
抓地 性能 特别 不错 ,抓地力强
抓地 性能 非常 好 ,抓地力强
抓地感 好 ,抓地力强
抓地感 很 棒 ,抓地力强
抓地 没得说 ,抓地力强
抓地 还 可以 ,抓地力强
抓地 还 行 ,抓地力强
抓地 非常 好 ,抓地力强
抓地 非常 强 ,抓地力强
抓 时间 收藏 店铺 ,意向顾客
抓绒 还 会 脱毛 ,掉毛
抓绒 面料 不错 ,材质佳
投 挺 适合 ,描述适合
抗震 很 好 ,缓震
抗震 性 也 满意 ,缓震
抗震 特别 好 ,缓震
折 型 钱包 ,颜色外形美观
折 挺 便宜 ,优惠活动
折 还要 ,优惠活动
折扣 下手 挺 划算 ,优惠活动
折扣 也 划算 ,性价比高
折扣 也 划算 ,优惠活动
折扣 非常 不错 ,优惠活动
折扣 价 ,优惠活动
折扣 价 太 划算 ,性价比高
折扣 价 太 划算 ,优惠活动
折扣 入手 还 行 ,整体满意度佳
